Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-01-03,BAJAJFINSV,EQ,16406.2,16406.5,17040.0,16406.5,16960.0,16981.3,16823.19,271061,456011123864999.94,43891,39677,0.1464
2022-01-04,BAJAJFINSV,EQ,16981.3,17099.0,17190.0,16852.1,17100.0,17135.45,17067.01,230043,392614703805000.0,38093,38581,0.1677
2022-01-05,BAJAJFINSV,EQ,17135.45,17100.0,18050.0,17100.0,17983.3,17988.4,17775.07,608210,1081097645440000.0,85891,113767,0.18710000000000002
2022-01-06,BAJAJFINSV,EQ,17988.4,17701.0,18080.0,17701.0,17955.1,17986.5,17884.58,351136,627991970360000.0,57967,54798,0.1561
2022-01-07,BAJAJFINSV,EQ,17986.5,18075.0,18142.95,17580.0,17723.6,17756.9,17820.26,322914,575441064190000.0,54893,43584,0.135
2022-01-10,BAJAJFINSV,EQ,17756.9,17800.0,18000.0,17730.65,17779.95,17798.8,17859.09,169797,303241908510000.0,32869,36380,0.2143
2022-01-11,BAJAJFINSV,EQ,17798.8,17700.0,17935.05,17621.1,17800.0,17799.5,17780.03,164818,293046911745000.0,31862,23256,0.1411
2022-01-12,BAJAJFINSV,EQ,17799.5,17900.0,18190.0,17750.0,17890.0,17935.3,17993.4,223394,401961772760000.0,40203,46275,0.2071
2022-01-13,BAJAJFINSV,EQ,17935.3,17997.7,18274.9,17900.0,18200.0,18225.0,18130.48,248013,449659569280000.0,35996,73591,0.2967
2022-01-14,BAJAJFINSV,EQ,18225.0,18044.0,18333.45,18000.0,18161.3,18209.7,18213.26,155328,282902903120000.0,26980,24642,0.1586
2022-01-17,BAJAJFINSV,EQ,18209.7,18290.0,18435.0,18221.0,18350.0,18370.6,18338.94,135273,248076384255000.03,26859,25753,0.19039999999999999
2022-01-18,BAJAJFINSV,EQ,18370.6,18376.85,18558.75,18100.05,18155.1,18153.55,18350.16,205667,377402313170000.0,38620,38656,0.188
2022-01-19,BAJAJFINSV,EQ,18153.55,18240.0,18621.0,17875.35,18054.45,18077.3,18229.39,348174,634699853605000.0,64847,49365,0.1418
2022-01-20,BAJAJFINSV,EQ,18077.3,18075.0,18262.0,17080.0,17250.0,17258.95,17538.3,544473,954913322820000.1,103533,126539,0.2324
2022-01-21,BAJAJFINSV,EQ,17258.95,17000.0,17095.0,16220.0,16379.95,16335.2,16547.67,558291,923841307204999.9,108958,149410,0.2676
2022-01-24,BAJAJFINSV,EQ,16335.2,16388.5,16433.95,15444.0,15660.0,15707.15,15787.16,473643,747747577430000.0,99635,84370,0.2354
2022-01-25,BAJAJFINSV,EQ,15707.15,15550.5,15682.45,15250.3,15484.0,15528.95,15500.14,409064,634055103095000.0,77070,92757,0.2268
2022-01-27,BAJAJFINSV,EQ,15528.95,15386.0,15570.4,15012.0,15379.35,15359.85,15258.07,349727,533615772310000.06,75458,63609,0.1819
2022-01-28,BAJAJFINSV,EQ,15359.85,15601.0,15787.65,15150.0,15190.0,15198.75,15484.62,350931,543403273055000.0,65639,65286,0.18600000000000003
2022-01-31,BAJAJFINSV,EQ,15198.75,15590.0,15741.0,15329.7,15700.1,15689.55,15579.62,312992,487629624189999.94,58902,58200,0.1859
2022-02-01,BAJAJFINSV,EQ,15689.55,15828.95,16014.95,15500.0,15924.15,15903.85,15853.93,357187,566281915325000.0,71292,69927,0.19579999999999997
