Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-01-03,BAJAJ-AUTO,EQ,3249.25,3258.7,3292.6,3251.5,3279.0,3277.1,3276.93,266680,87389268235000.0,22991,97198,0.36450000000000005
2022-01-04,BAJAJ-AUTO,EQ,3277.1,3284.0,3316.0,3270.65,3294.95,3289.15,3299.08,244503,80663411285000.0,21754,94437,0.3862
2022-01-05,BAJAJ-AUTO,EQ,3289.15,3289.15,3365.0,3281.0,3350.0,3358.55,3338.89,312215,104245199475000.0,22521,130425,0.4177
2022-01-06,BAJAJ-AUTO,EQ,3358.55,3344.8,3429.0,3333.0,3415.1,3418.2,3382.74,410181,138753601884999.98,35382,131429,0.3204
2022-01-07,BAJAJ-AUTO,EQ,3418.2,3437.5,3437.5,3377.0,3395.0,3392.5,3402.94,263996,89836258555000.0,23894,114018,0.4319
2022-01-10,BAJAJ-AUTO,EQ,3392.5,3414.8,3451.25,3404.45,3435.0,3435.1,3435.62,318473,109415339975000.0,26305,143387,0.45020000000000004
2022-01-11,BAJAJ-AUTO,EQ,3435.1,3413.0,3445.95,3413.0,3435.0,3436.75,3434.95,225782,77554951385000.0,20945,123687,0.5478000000000001
2022-01-12,BAJAJ-AUTO,EQ,3436.75,3446.1,3452.0,3414.25,3435.1,3440.1,3435.42,198452,68176510275000.0,29217,71363,0.35960000000000003
2022-01-13,BAJAJ-AUTO,EQ,3440.1,3445.9,3474.3,3430.0,3449.0,3451.0,3450.75,291271,100510409470000.0,27144,147573,0.5067
2022-01-14,BAJAJ-AUTO,EQ,3451.0,3451.0,3462.2,3425.0,3429.0,3432.8,3440.0,127752,43946687940000.0,16949,41127,0.32189999999999996
2022-01-17,BAJAJ-AUTO,EQ,3432.8,3450.0,3527.0,3434.05,3488.0,3489.75,3499.83,646271,226183961825000.0,40890,273476,0.4232
2022-01-18,BAJAJ-AUTO,EQ,3489.75,3488.95,3497.2,3392.6,3416.9,3400.95,3434.29,656590,225491762610000.0,48554,379424,0.5779
2022-01-19,BAJAJ-AUTO,EQ,3400.95,3400.95,3462.3,3383.05,3452.15,3436.8,3433.18,694189,238327352090000.0,52488,325942,0.46950000000000003
2022-01-20,BAJAJ-AUTO,EQ,3436.8,3398.9,3448.0,3295.0,3309.5,3308.75,3350.85,874508,293034239065000.0,70918,259749,0.297
2022-01-21,BAJAJ-AUTO,EQ,3308.75,3308.75,3473.95,3270.0,3430.05,3419.8,3418.53,1609260,550130770130000.0,105355,457087,0.284
2022-01-24,BAJAJ-AUTO,EQ,3419.8,3421.0,3454.2,3350.0,3390.05,3382.3,3391.72,788137,267313673719999.97,81524,199715,0.4068
2022-01-25,BAJAJ-AUTO,EQ,3382.3,3359.0,3490.0,3328.75,3450.3,3469.1,3433.95,571406,196217694370000.0,57954,219862,0.3848
