Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-01-03,RELIANCE,EQ,2368.15,2365.0,2407.95,2363.55,2407.95,2403.85,2392.64,2502073,598656851010000.0,105190,1082865,0.4328
2022-01-04,RELIANCE,EQ,2403.85,2415.9,2461.0,2404.0,2460.0,2458.1,2437.26,5006225,1220149170165000.0,208647,2421857,0.48380000000000006
2022-01-05,RELIANCE,EQ,2458.1,2462.0,2477.0,2432.95,2461.85,2469.6,2455.69,5373618,1319593486250000.0,210976,2963957,0.5516
2022-01-06,RELIANCE,EQ,2469.6,2451.2,2454.0,2409.0,2419.15,2416.5,2423.21,6667483,1615673576235000.0,227953,3950375,0.5925
2022-01-07,RELIANCE,EQ,2416.5,2430.95,2458.05,2411.55,2439.9,2436.0,2436.73,6051239,1474521427780000.0,191088,3342839,0.5524
2022-01-10,RELIANCE,EQ,2436.0,2452.0,2457.0,2416.05,2440.2,2438.0,2432.54,4267365,1038052764100000.0,214098,2152906,0.5045000000000001
2022-01-11,RELIANCE,EQ,2438.0,2436.0,2474.95,2435.0,2455.8,2455.55,2459.51,7478681,1839391217584999.8,209712,4746648,0.6347
2022-01-12,RELIANCE,EQ,2455.55,2471.3,2524.95,2465.0,2518.0,2521.1,2505.89,6830402,1711622726560000.0,267056,3238315,0.47409999999999997
2022-01-13,RELIANCE,EQ,2521.1,2521.25,2541.0,2508.4,2536.25,2535.3,2525.55,5471871,1381946515700000.0,186278,3115794,0.5694
2022-01-14,RELIANCE,EQ,2535.3,2535.0,2567.3,2525.85,2537.0,2539.0,2545.66,9197773,2341436075105000.0,195865,5804124,0.631
2022-01-17,RELIANCE,EQ,2539.0,2538.0,2565.0,2537.0,2553.0,2552.25,2555.1,3708822,947642709104999.9,160043,2207498,0.5952000000000001
2022-01-18,RELIANCE,EQ,2552.25,2554.75,2562.35,2515.75,2523.0,2521.8,2540.02,2868235,728536491475000.0,158330,1312810,0.45770000000000005
2022-01-19,RELIANCE,EQ,2521.8,2530.0,2542.0,2509.0,2521.4,2521.6,2522.72,4502155,1135769626165000.0,153189,2589631,0.5752
2022-01-20,RELIANCE,EQ,2521.6,2500.05,2509.95,2455.0,2482.1,2477.45,2480.98,7612203,1888573385080000.0,251195,5220672,0.6858
2022-01-21,RELIANCE,EQ,2477.45,2452.0,2502.25,2452.0,2476.05,2477.85,2475.83,6155759,1524063143255000.0,236838,3203303,0.5204
2022-01-24,RELIANCE,EQ,2477.85,2475.0,2504.75,2355.1,2379.9,2377.9,2418.6,10092511,2440973584655000.0,399996,5366991,0.5521
2022-01-25,RELIANCE,EQ,2377.9,2349.55,2388.65,2305.0,2368.1,2373.25,2343.88,11311456,2651274378990000.0,482175,6446850,0.5699000000000001
2022-01-27,RELIANCE,EQ,2373.25,2336.0,2356.1,2311.05,2347.0,2338.1,2333.67,9239426,2156177976009999.8,315266,5271565,0.5706
2022-01-28,RELIANCE,EQ,2338.1,2365.0,2375.9,2328.4,2336.0,2335.85,2347.94,6769154,1589353641175000.0,255535,4021895,0.5942000000000001
2022-01-31,RELIANCE,EQ,2335.85,2360.2,2406.4,2356.2,2384.05,2386.6,2388.27,5604308,1338461277960000.0,268776,2989691,0.5335
2022-02-01,RELIANCE,EQ,2386.6,2408.0,2420.6,2347.1,2382.8,2378.7,2394.79,6092033,1458916962960000.0,227599,2933488,0.4815
2022-02-02,RELIANCE,EQ,2378.7,2407.0,2407.0,2375.1,2385.0,2383.55,2384.84,4623163,1102548420754999.9,153391,2821709,0.6103000000000001
2022-02-03,RELIANCE,EQ,2383.55,2392.0,2401.45,2347.2,2348.45,2352.75,2367.01,4417864,1045714300715000.0,236441,2596474,0.5877
2022-02-04,RELIANCE,EQ,2352.75,2341.0,2348.45,2321.1,2330.5,2331.3,2334.17,5104761,1191536572315000.0,230586,2346527,0.4597
2022-02-07,RELIANCE,EQ,2331.3,2342.0,2356.8,2305.0,2319.4,2317.1,2330.89,4944725,1152558739170000.0,243702,2190778,0.44310000000000005
2022-02-08,RELIANCE,EQ,2317.1,2330.65,2360.0,2310.0,2357.5,2356.05,2338.32,5566080,1301526081295000.0,186348,2963152,0.5324
2022-02-09,RELIANCE,EQ,2356.05,2371.15,2387.2,2358.0,2384.0,2383.5,2373.06,5300891,1257935509455000.0,180905,3104784,0.5857
2022-02-10,RELIANCE,EQ,2383.5,2395.7,2395.7,2365.1,2376.95,2381.05,2381.99,5752361,1370208654000000.0,210155,3608073,0.6272
2022-02-11,RELIANCE,EQ,2381.05,2373.25,2384.5,2344.1,2372.55,2376.4,2367.97,7357863,1742318671784999.8,283837,4905802,0.6667000000000001
2022-02-14,RELIANCE,EQ,2376.4,2340.25,2354.95,2313.0,2332.0,2338.55,2338.11,4947109,1156686766620000.0,219862,2751275,0.5561
2022-02-15,RELIANCE,EQ,2338.55,2351.2,2423.9,2335.7,2415.1,2417.95,2381.19,5174646,1232181414755000.0,261746,2563105,0.4953
2022-02-16,RELIANCE,EQ,2417.95,2430.0,2433.0,2395.95,2407.65,2412.95,2417.77,4796294,1159632556115000.0,190438,2607957,0.5437
2022-02-17,RELIANCE,EQ,2412.95,2420.1,2454.9,2410.0,2441.0,2443.5,2439.61,5931774,1447121258925000.0,211881,2872619,0.4843
2022-02-18,RELIANCE,EQ,2443.5,2444.4,2456.4,2420.15,2427.3,2424.4,2440.25,3126873,763036739975000.0,158691,1216161,0.3889
2022-02-21,RELIANCE,EQ,2424.4,2412.0,2437.5,2384.6,2399.6,2399.9,2409.12,5125968,1234907848455000.0,226214,2888548,0.5635
2022-02-22,RELIANCE,EQ,2399.9,2352.9,2395.9,2347.15,2389.75,2389.0,2372.16,6227901,1477358497100000.0,197401,3920789,0.6296
2022-02-23,RELIANCE,EQ,2389.0,2401.1,2406.55,2368.0,2371.25,2374.05,2391.23,3373615,806710225845000.0,195350,1928054,0.5715
2022-02-24,RELIANCE,EQ,2374.05,2305.0,2339.9,2243.4,2250.0,2255.75,2291.15,11466725,2627200823755000.0,493459,7266877,0.6337
