Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-01-03,ULTRACEMCO,EQ,7591.05,7600.0,7750.0,7570.05,7712.0,7723.9,7652.56,250533,191721975490000.0,25449,79221,0.31620000000000004
2022-01-04,ULTRACEMCO,EQ,7723.9,7749.0,7772.85,7611.7,7653.0,7650.35,7664.76,315188,241584050150000.0,39784,196346,0.6229
2022-01-05,ULTRACEMCO,EQ,7650.35,7650.5,7769.0,7595.0,7649.25,7659.55,7658.14,400874,306994750625000.0,48598,212065,0.529
2022-01-06,ULTRACEMCO,EQ,7659.55,7639.55,7699.95,7425.05,7455.0,7458.55,7521.42,403448,303450344870000.0,61501,190441,0.47200000000000003
2022-01-07,ULTRACEMCO,EQ,7458.55,7465.1,7580.0,7439.05,7546.15,7557.95,7515.17,543512,408458297255000.0,53218,269909,0.4966
2022-01-10,ULTRACEMCO,EQ,7557.95,7590.0,7617.6,7522.3,7580.45,7585.15,7566.06,213126,161252447345000.0,28702,106410,0.4993
2022-01-11,ULTRACEMCO,EQ,7585.15,7609.7,7679.4,7561.2,7608.75,7606.3,7615.03,234296,178417217420000.0,36514,104905,0.44770000000000004
2022-01-12,ULTRACEMCO,EQ,7606.3,7663.8,7729.0,7609.9,7649.15,7658.7,7665.27,297378,227948118310000.0,36939,136317,0.45840000000000003
2022-01-13,ULTRACEMCO,EQ,7658.7,7681.0,7719.6,7553.85,7609.95,7606.8,7635.09,274893,209883190750000.0,39641,136548,0.49670000000000003
2022-01-14,ULTRACEMCO,EQ,7606.8,7634.0,7700.0,7566.9,7640.0,7660.55,7643.07,250253,191270030830000.0,37985,100827,0.4029
2022-01-17,ULTRACEMCO,EQ,7660.55,7635.0,7946.0,7500.1,7870.0,7870.1,7751.5,1216949,943317984115000.0,117828,216655,0.17800000000000002
2022-01-18,ULTRACEMCO,EQ,7870.1,7807.0,7894.0,7520.0,7570.0,7555.9,7672.27,565178,433619863555000.0,69630,203748,0.3605
2022-01-19,ULTRACEMCO,EQ,7555.9,7599.9,7599.9,7353.0,7456.75,7434.4,7423.45,439305,326115835930000.0,75279,200198,0.4557
2022-01-20,ULTRACEMCO,EQ,7434.4,7470.0,7559.55,7395.0,7478.0,7465.5,7482.37,249483,186672501155000.0,42518,74383,0.2981
2022-01-21,ULTRACEMCO,EQ,7465.5,7430.0,7454.65,7311.0,7359.0,7357.65,7382.53,207851,153446667280000.0,32482,92293,0.444
2022-01-24,ULTRACEMCO,EQ,7357.65,7360.0,7365.0,7088.65,7125.0,7156.0,7188.83,319304,229542233155000.03,53806,227714,0.583
2022-01-25,ULTRACEMCO,EQ,7156.0,7120.0,7153.9,7000.0,7081.0,7098.35,7095.79,467078,331428819095000.0,69699,284803,0.6098
2022-01-27,ULTRACEMCO,EQ,7098.35,7140.0,7150.3,6950.0,7109.95,7100.7,7056.37,418032,294978664760000.0,59588,203586,0.48700000000000004
2022-01-28,ULTRACEMCO,EQ,7100.7,7120.9,7266.4,7094.0,7097.0,7109.85,7167.58,511605,366696953110000.0,61133,272180,0.532
2022-01-31,ULTRACEMCO,EQ,7109.85,7188.9,7279.55,7167.6,7218.0,7216.4,7230.27,250406,181050355630000.0,32114,120071,0.47950000000000004
2022-02-01,ULTRACEMCO,EQ,7216.4,7263.2,7535.5,7235.2,7535.0,7516.25,7410.3,731348,541950491964999.94,77051,277302,0.37920000000000004
2022-02-02,ULTRACEMCO,EQ,7516.25,7572.7,7575.0,7425.0,7440.0,7441.0,7477.07,324627,242725881744999.97,38616,129987,0.4004
2022-02-03,ULTRACEMCO,EQ,7441.0,7461.0,7485.0,7351.0,7354.0,7375.35,7428.4,167162,124174558555000.0,30730,66300,0.39659999999999995
2022-02-04,ULTRACEMCO,EQ,7375.35,7389.0,7529.9,7380.15,7425.0,7439.65,7463.29,462491,345170610555000.0,46366,241447,0.5221
2022-02-07,ULTRACEMCO,EQ,7439.65,7439.65,7518.95,7362.5,7475.95,7469.35,7454.56,391483,291833308555000.0,37806,199423,0.5094
2022-02-08,ULTRACEMCO,EQ,7469.35,7475.95,7499.0,7355.8,7402.25,7421.35,7417.43,270604,200718554540000.0,36730,150566,0.5564
2022-02-09,ULTRACEMCO,EQ,7421.35,7436.0,7547.9,7421.45,7507.0,7504.05,7505.15,253643,190362754015000.0,31572,135232,0.5332
2022-02-10,ULTRACEMCO,EQ,7504.05,7514.7,7548.95,7460.3,7469.0,7474.5,7502.03,284223,213224859625000.0,44290,177504,0.6245
2022-02-11,ULTRACEMCO,EQ,7474.5,7460.1,7460.1,7294.1,7310.1,7323.6,7342.57,265177,194708010925000.0,35444,139477,0.526
2022-02-14,ULTRACEMCO,EQ,7323.6,7242.5,7242.5,7050.0,7079.95,7089.1,7120.72,266661,189881764290000.0,43063,135984,0.51
2022-02-15,ULTRACEMCO,EQ,7089.1,7100.0,7318.45,7031.05,7285.7,7290.3,7182.97,255775,183722497560000.0,42627,100683,0.3936
2022-02-16,ULTRACEMCO,EQ,7290.3,7285.0,7320.0,7166.95,7180.7,7178.9,7221.67,322839,233143581840000.0,33941,186044,0.5763
2022-02-17,ULTRACEMCO,EQ,7178.9,7145.0,7225.0,7030.0,7039.9,7045.95,7095.01,499955,354718757555000.0,58621,298963,0.598
2022-02-18,ULTRACEMCO,EQ,7045.95,7049.0,7064.85,6900.0,6903.0,6916.6,6958.21,510600,355286421540000.0,80714,282466,0.5532
2022-02-21,ULTRACEMCO,EQ,6916.6,6900.0,6912.55,6791.0,6810.0,6813.45,6845.73,424346,290495617740000.0,53300,226208,0.5331
2022-02-22,ULTRACEMCO,EQ,6813.45,6713.0,6770.0,6676.15,6762.0,6749.55,6722.55,359236,241498319380000.03,57055,181696,0.5058
